id,event_time,username,role,action,detail
6924,2026-01-29 12:21:00,Kabir525,user,Compare Faces,Batch execution
6925,2026-01-11 08:52:38,Sara285,user,Model Retrain,Manual trigger
6926,2025-11-30 16:19:54,Vihaan738,user,Compare Faces,From analytics panel
6927,2026-01-05 02:09:00,Diya60,user,Logout,Automated schedule
6928,2026-01-02 01:02:36,Kiara711,user,Attendance Marked,User initiated
6929,2026-03-11 20:37:03,Arjun667,user,Settings Changed,Automated schedule
6930,2026-01-19 12:01:56,Pari465,user,Model Retrain,From analytics panel
6931,2025-12-17 09:12:56,Vihaan132,user,Logout,Manual trigger
6932,2026-01-12 07:11:48,Atharv96,user,Model Retrain,Manual trigger
6933,2025-12-28 07:57:14,Pari869,user,Login,Automated schedule
6934,2025-12-06 02:21:22,Kiara937,user,Logout,Batch execution
6935,2026-01-15 01:10:59,Avni724,user,Model Retrain,Automated schedule
6936,2026-01-15 17:36:15,Sara239,user,Model Retrain,Automated schedule
6937,2026-03-04 09:54:25,Dhruv830,user,Model Retrain,Manual trigger
6938,2025-12-05 15:52:07,Aditya340,user,Settings Changed,From analytics panel
6939,2025-12-07 16:37:30,Kiara937,user,Generate Face,Manual trigger
6940,2025-12-22 16:22:26,Vihaan132,user,Login,From analytics panel
6941,2026-02-20 14:05:45,Dhruv146,user,Logout,From analytics panel
6942,2026-01-14 06:05:50,Kiaan774,user,Settings Changed,From desktop client
6943,2026-03-13 02:34:11,Ishaan257,user,Attendance Marked,Batch execution
6944,2026-02-02 07:10:02,Kabir906,user,Login,Batch execution
6945,2026-02-26 05:13:12,Riya897,user,Attendance Marked,Manual trigger
6946,2025-12-24 07:23:21,Kiara397,user,Password Changed,Automated schedule
6947,2025-11-25 18:38:30,Dhruv667,user,Compare Faces,From desktop client
6948,2026-03-11 17:51:46,Arjun635,user,Compare Faces,User initiated
6949,2026-02-14 03:17:39,Kabir906,user,Compare Faces,Manual trigger
6950,2026-01-27 18:34:40,Kabir32,user,Login,Manual trigger
6951,2025-12-12 10:56:44,Atharv96,user,Password Changed,Batch execution
6952,2025-12-19 11:03:01,Ishaan224,user,Model Retrain,User initiated
6953,2025-12-05 08:14:25,Aditya179,user,Logout,Manual trigger
6954,2026-01-10 02:22:03,Dhruv667,user,Attendance Marked,Manual trigger
6955,2025-12-12 12:20:03,Kiara397,user,Compare Faces,Automated schedule
6956,2025-11-14 05:51:48,Vihaan888,user,Export CSV,Manual trigger
6957,2026-02-18 19:55:04,Riya945,user,Export CSV,From analytics panel
6958,2025-11-14 11:23:20,Aarav25,user,Password Changed,User initiated
6959,2026-01-01 16:35:51,Avni300,user,Settings Changed,Batch execution
6960,2026-02-26 05:38:53,Diya389,user,Password Changed,User initiated
6961,2026-01-01 21:21:39,Aarav485,user,Export CSV,From analytics panel
6962,2026-01-30 03:13:37,Kiaan117,user,Compare Faces,Manual trigger
6963,2025-12-01 01:22:31,Sara194,user,Login,From analytics panel
6964,2025-11-27 13:43:25,Diya317,user,Login,Automated schedule
6965,2025-12-14 11:50:08,Aarav171,user,Model Retrain,Automated schedule
6966,2026-02-06 10:18:22,Ira967,user,Attendance Marked,From analytics panel
6967,2025-11-21 23:57:37,Avni724,user,Settings Changed,Manual trigger
6968,2025-12-07 15:08:41,Aarav824,user,Attendance Marked,From analytics panel
6969,2025-11-30 09:18:25,Ishaan969,user,Export CSV,From desktop client
6970,2026-03-01 21:20:28,Anaya874,user,Login,From desktop client
6971,2026-02-19 02:58:13,Vihaan16,user,Password Changed,From analytics panel
6972,2025-12-09 03:44:40,Arjun116,user,Model Retrain,User initiated
6973,2026-02-19 11:07:18,Avni300,user,Password Changed,Batch execution
6974,2025-12-11 08:17:36,Kabir484,user,Settings Changed,Automated schedule
6975,2025-12-11 16:29:18,Vihaan751,user,Model Retrain,Manual trigger
6976,2025-11-18 10:24:40,Avni845,user,Settings Changed,Automated schedule
6977,2026-01-09 22:58:21,Diya59,user,Logout,From desktop client
6978,2026-01-15 20:42:59,Avni300,user,Login,Automated schedule
6979,2025-11-22 17:11:09,Ira409,user,Model Retrain,User initiated
6980,2026-02-02 16:58:02,Arjun635,user,Settings Changed,From analytics panel
6981,2026-02-12 16:36:29,Vihaan431,user,Model Retrain,Batch execution
6982,2025-12-21 21:45:11,Ira409,user,Password Changed,User initiated
6983,2026-03-10 16:04:22,Kiaan117,user,Generate Face,Automated schedule
6984,2026-03-05 07:55:21,Riya941,user,Compare Faces,From analytics panel
6985,2026-01-21 16:14:00,Pari23,user,Model Retrain,User initiated
6986,2025-12-31 16:00:58,Avni724,user,Attendance Marked,User initiated
6987,2025-11-17 14:49:10,Kiara44,user,Export CSV,Automated schedule
6988,2026-01-20 11:47:44,Aarav485,user,Compare Faces,From desktop client
6989,2026-01-11 21:49:31,Kiara616,user,Model Retrain,Batch execution
6990,2026-01-10 14:02:08,Anaya874,user,Export CSV,Automated schedule
6991,2026-01-22 22:06:25,Riya945,user,Settings Changed,From analytics panel
6992,2026-01-30 17:39:47,Kabir906,user,Model Retrain,User initiated
6993,2026-03-07 13:02:04,Arjun421,user,Compare Faces,From desktop client
6994,2025-11-13 22:36:13,Sara239,user,Login,Automated schedule
6995,2026-03-04 11:29:16,Vihaan751,user,Generate Face,From analytics panel
6996,2025-11-24 16:32:05,Kabir906,user,Export CSV,Manual trigger
6997,2026-02-15 01:40:17,Diya497,user,Compare Faces,Automated schedule
6998,2026-01-20 09:18:38,Myra298,user,Compare Faces,User initiated
6999,2026-02-15 22:46:30,Kiara397,user,Logout,From analytics panel
7000,2026-02-04 04:40:11,Diya637,user,Login,Automated schedule
7001,2026-02-28 01:24:40,Myra407,user,Login,Automated schedule
7002,2026-01-15 13:27:43,Kiara397,user,Generate Face,Automated schedule
7003,2025-12-31 19:32:49,Ira275,user,Logout,Automated schedule
7004,2025-12-04 10:10:10,Vihaan738,user,Compare Faces,From desktop client
7005,2026-01-08 10:13:13,Riya969,user,Generate Face,User initiated
7006,2026-01-16 09:54:50,Anaya861,user,Compare Faces,Batch execution
7007,2025-11-26 09:28:01,Kabir26,user,Login,Automated schedule
7008,2025-12-06 03:07:08,Ira910,user,Settings Changed,Automated schedule
7009,2025-12-29 23:00:46,Kiara937,user,Login,Batch execution
7010,2026-02-12 14:00:41,Aarav875,user,Password Changed,From analytics panel
7011,2025-12-10 05:19:11,Kabir26,user,Generate Face,Batch execution
7012,2025-12-29 07:13:08,Kiaan117,user,Model Retrain,Automated schedule
7013,2025-11-29 06:15:21,Diya59,user,Settings Changed,From desktop client
7014,2026-01-25 07:41:45,Sara285,user,Generate Face,From desktop client
7015,2025-12-22 17:35:06,Avni631,user,Export CSV,From analytics panel
7016,2026-02-21 04:54:34,Avni545,user,Compare Faces,Batch execution
7017,2026-01-10 08:33:12,Pari869,user,Logout,From desktop client
7018,2025-11-26 01:24:12,Diya497,user,Generate Face,From analytics panel
7019,2025-12-11 07:25:11,Aditya45,user,Compare Faces,From analytics panel
7020,2026-01-16 02:29:26,Ishaan257,user,Settings Changed,Automated schedule
7021,2026-03-07 15:46:09,Dhruv830,user,Model Retrain,From analytics panel
7022,2025-12-30 21:54:40,Diya59,user,Export CSV,User initiated
7023,2025-12-17 08:20:06,Ira409,user,Password Changed,Batch execution
7024,2026-01-14 14:56:37,Riya969,user,Login,Batch execution
7025,2025-12-09 18:39:26,Aditya530,user,Attendance Marked,From analytics panel
7026,2026-03-09 11:19:11,Arjun893,user,Login,Manual trigger
7027,2026-01-23 01:41:57,Diya389,user,Model Retrain,From desktop client
7028,2025-12-20 12:09:13,Vihaan485,user,Attendance Marked,Batch execution
7029,2026-01-16 01:14:18,Kiaan460,user,Generate Face,Automated schedule
7030,2026-03-09 18:18:04,Avni631,user,Attendance Marked,From desktop client
7031,2026-02-17 14:56:17,Sara919,user,Export CSV,Manual trigger
7032,2026-01-25 14:42:37,Diya283,user,Logout,Batch execution
7033,2026-01-28 00:52:42,Diya451,user,Password Changed,User initiated
7034,2026-02-01 19:51:21,Sara662,user,Generate Face,From analytics panel
7035,2026-02-13 22:34:02,Vihaan132,user,Attendance Marked,Batch execution
7036,2026-01-13 23:41:02,Dhruv830,user,Logout,Automated schedule
7037,2025-12-23 20:15:31,Myra89,user,Attendance Marked,From desktop client
7038,2026-01-13 20:17:07,Kiara714,user,Attendance Marked,Batch execution
7039,2025-12-02 05:33:13,Aditya530,user,Login,From analytics panel
7040,2026-03-01 04:49:09,Kabir906,user,Compare Faces,From analytics panel
7041,2025-12-15 03:30:42,shishir,admin,Compare Faces,Automated schedule
7042,2025-11-27 04:28:29,Arjun893,user,Password Changed,Automated schedule
7043,2026-02-04 18:21:14,Anaya874,user,Compare Faces,Manual trigger
7044,2026-02-06 10:35:06,Anaya861,user,Export CSV,Automated schedule
7045,2026-03-11 04:40:01,Diya389,user,Logout,Automated schedule
7046,2026-01-16 01:02:07,SG SHISHIR,user,Export CSV,Batch execution
7047,2026-02-02 03:25:06,Atharv900,user,Login,Automated schedule
7048,2026-02-18 22:04:55,Sara194,user,Export CSV,Batch execution
7049,2025-11-29 00:57:38,Kiaan117,user,Logout,Automated schedule
7050,2025-12-14 14:46:34,Aarav171,user,Model Retrain,From analytics panel
7051,2026-02-02 13:41:03,Kiara937,user,Model Retrain,From analytics panel
7052,2025-11-19 13:40:38,Ira910,user,Export CSV,From desktop client
7053,2025-11-18 21:22:44,Kabir906,user,Login,From desktop client
7054,2025-12-21 05:59:44,Ishaan372,user,Settings Changed,Manual trigger
7055,2026-03-02 03:16:25,Riya313,admin,Login,From desktop client
7056,2026-01-04 21:52:48,Diya283,user,Model Retrain,Automated schedule
7057,2026-02-14 15:09:25,Vihaan738,user,Export CSV,Manual trigger
7058,2026-01-05 04:33:19,Vihaan317,user,Password Changed,From analytics panel
7059,2026-02-10 06:05:04,Vihaan317,user,Model Retrain,Batch execution
7060,2026-02-07 05:49:54,Aarav171,user,Login,From analytics panel
7061,2026-02-01 07:57:09,Aditya246,user,Attendance Marked,From desktop client
7062,2026-01-18 01:53:34,Avni579,user,Export CSV,User initiated
7063,2025-12-20 08:30:33,Kabir61,user,Login,User initiated
7064,2025-12-07 17:47:47,Kiaan117,user,Generate Face,Manual trigger
7065,2026-03-07 01:18:18,Aditya179,user,Attendance Marked,Automated schedule
7066,2025-12-08 12:04:08,Vihaan431,user,Model Retrain,Batch execution
7067,2026-01-04 09:42:39,Kiara711,user,Attendance Marked,Manual trigger
7068,2026-02-09 14:30:30,Diya389,user,Model Retrain,From analytics panel
7069,2025-11-19 18:54:57,Aarav474,user,Login,Manual trigger
7070,2026-01-28 00:45:24,Kabir793,user,Export CSV,Automated schedule
7071,2025-11-17 19:29:23,Avni724,user,Password Changed,Automated schedule
7072,2025-12-18 06:07:41,Sara919,user,Password Changed,User initiated
7073,2026-02-21 23:26:15,Kiara937,user,Attendance Marked,User initiated
7074,2026-03-11 00:07:38,Ishaan224,user,Attendance Marked,Manual trigger
7075,2026-02-04 17:17:02,Ira249,user,Export CSV,From analytics panel
7076,2026-01-16 01:45:29,Ishaan627,user,Compare Faces,Manual trigger
7077,2025-12-26 01:08:45,Myra407,user,Settings Changed,User initiated
7078,2025-12-25 19:48:55,Aarav875,user,Login,From desktop client
7079,2025-12-07 14:03:23,Aditya246,user,Logout,From desktop client
7080,2026-01-30 23:18:26,Riya897,user,Password Changed,From analytics panel
7081,2025-12-24 17:15:40,Myra116,admin,Compare Faces,Automated schedule
7082,2025-12-03 23:06:10,Vihaan317,user,Model Retrain,Automated schedule
7083,2026-01-01 19:13:16,Ishaan231,user,Login,Manual trigger
7084,2025-11-13 16:34:01,Aditya179,user,Export CSV,Batch execution
7085,2026-02-05 19:53:20,shishir,admin,Compare Faces,From desktop client
7086,2025-12-19 09:24:15,Anaya861,user,Logout,Batch execution
7087,2026-01-29 10:47:11,Kabir61,user,Login,From desktop client
7088,2026-02-09 23:26:52,Atharv528,user,Login,From desktop client
7089,2026-02-17 03:34:24,Kiara711,user,Logout,Manual trigger
7090,2025-12-19 12:09:03,Sara285,user,Attendance Marked,From analytics panel
7091,2025-12-10 13:03:32,Kabir26,user,Generate Face,User initiated
7092,2026-01-17 19:02:43,Kabir308,user,Compare Faces,Manual trigger
7093,2025-12-30 19:39:06,Ishaan627,user,Settings Changed,Automated schedule
7094,2026-02-18 01:14:26,Ishaan231,user,Password Changed,Manual trigger
7095,2025-12-01 13:10:40,Riya897,user,Compare Faces,Manual trigger
7096,2026-02-19 04:32:42,Riya941,user,Export CSV,User initiated
7097,2026-01-26 15:13:24,Ira967,user,Export CSV,Manual trigger
7098,2026-01-12 19:44:50,Avni545,user,Export CSV,Automated schedule
7099,2026-01-14 12:37:07,Kabir26,user,Export CSV,Manual trigger
7100,2025-12-16 04:16:32,Atharv528,user,Export CSV,From analytics panel
7101,2025-12-05 06:40:27,Aarav171,user,Compare Faces,User initiated
7102,2026-03-08 05:59:37,Kiara950,user,Password Changed,User initiated
7103,2025-11-14 01:00:35,Ira409,user,Export CSV,Batch execution
7104,2025-11-29 17:01:09,Ishaan24,user,Login,User initiated
7105,2025-11-18 20:25:30,Avni545,user,Settings Changed,Batch execution
7106,2025-12-27 03:01:43,Diya183,user,Compare Faces,Batch execution
7107,2026-02-13 03:06:33,Aarav824,user,Settings Changed,Batch execution
7108,2025-11-25 16:35:49,Kabir531,user,Password Changed,Automated schedule
7109,2026-01-26 14:05:02,Ishaan207,user,Export CSV,From desktop client
7110,2026-01-24 22:54:21,Atharv240,user,Settings Changed,Batch execution
7111,2026-02-18 03:55:52,Vihaan888,user,Compare Faces,From desktop client
7112,2026-02-07 04:49:21,Kiaan774,user,Settings Changed,User initiated
7113,2025-12-19 07:32:44,Kiara616,user,Compare Faces,From desktop client
7114,2026-02-01 03:34:45,Sara239,user,Compare Faces,From analytics panel
7115,2025-11-25 22:15:35,Kiara616,user,Logout,User initiated
7116,2026-02-19 15:02:45,Avni870,admin,Settings Changed,From desktop client
7117,2025-11-27 08:04:22,Diya389,user,Model Retrain,Manual trigger
7118,2026-01-22 14:01:20,Riya933,user,Model Retrain,From desktop client
7119,2026-01-02 14:35:42,Ira249,user,Logout,Batch execution
7120,2025-11-23 01:09:03,Riya969,user,Export CSV,Manual trigger
7121,2026-01-11 10:35:59,Sara919,user,Attendance Marked,Batch execution
7122,2026-01-01 22:06:19,Aarav171,user,Generate Face,Batch execution
7123,2026-03-05 16:11:26,Aarav474,user,Compare Faces,Batch execution
7124,2026-01-31 19:40:11,Anaya861,user,Logout,Automated schedule
7125,2026-01-19 12:04:32,Anaya339,user,Generate Face,From analytics panel
7126,2025-11-23 11:42:03,Riya313,admin,Attendance Marked,Batch execution
7127,2026-02-20 19:16:42,Avni870,admin,Generate Face,From desktop client
7128,2026-01-31 19:45:16,Vihaan317,user,Password Changed,Manual trigger
7129,2026-01-10 14:37:25,Atharv900,user,Logout,Automated schedule
7130,2026-01-30 04:43:59,Diya497,user,Compare Faces,User initiated
7131,2025-12-01 06:48:28,Anaya339,user,Generate Face,Batch execution
7132,2026-02-17 13:01:05,Diya497,user,Password Changed,From analytics panel
7133,2025-11-29 17:21:21,Arjun893,user,Export CSV,From desktop client
7134,2026-01-08 02:06:40,Kabir922,user,Logout,From desktop client
7135,2026-02-22 00:37:26,Riya442,user,Export CSV,Batch execution
7136,2026-01-10 11:52:47,Riya941,user,Compare Faces,Batch execution
7137,2026-02-27 23:19:33,Kabir906,user,Logout,From analytics panel
7138,2026-01-24 02:25:53,Aarav875,user,Password Changed,Batch execution
7139,2025-12-25 13:21:26,Kabir531,user,Logout,Manual trigger
7140,2026-02-27 18:51:22,Ira409,user,Logout,Manual trigger
7141,2026-01-12 13:14:48,Kabir26,user,Logout,From analytics panel
7142,2026-02-19 02:34:12,Avni631,user,Login,Batch execution
7143,2025-12-18 20:22:35,Ishaan257,user,Model Retrain,Manual trigger
7144,2025-12-10 05:07:09,Kiaan460,user,Export CSV,Batch execution
7145,2026-02-27 02:51:05,Aarav171,user,Logout,From analytics panel
7146,2026-02-21 10:12:51,Kiara397,user,Generate Face,Automated schedule
7147,2026-03-04 02:39:40,Kabir531,user,Password Changed,User initiated
7148,2026-01-03 08:26:24,Kiara616,user,Attendance Marked,From desktop client
7149,2026-01-06 22:07:17,Riya933,user,Export CSV,From analytics panel
7150,2025-11-27 19:04:54,Vihaan751,user,Attendance Marked,Batch execution
7151,2026-01-16 00:39:42,Vihaan132,user,Password Changed,Batch execution
7152,2026-02-04 19:39:19,Anaya293,user,Generate Face,User initiated
7153,2025-11-19 06:08:12,Aditya340,user,Logout,Batch execution
7154,2025-12-22 17:40:04,Arjun667,user,Generate Face,From desktop client
7155,2025-12-21 17:48:00,Kiaan774,user,Attendance Marked,From desktop client
7156,2026-03-09 01:45:22,Kiaan774,user,Settings Changed,From desktop client
7157,2026-03-03 08:17:39,Atharv96,user,Logout,User initiated
7158,2026-03-07 17:11:27,Diya317,user,Generate Face,From desktop client
7159,2025-12-01 09:07:20,Aarav875,user,Login,Batch execution
7160,2026-01-27 22:18:47,shishir,admin,Generate Face,Batch execution
7161,2025-12-29 14:39:47,Atharv528,user,Logout,Manual trigger
7162,2025-12-31 11:42:40,Aarav325,user,Model Retrain,User initiated
7163,2026-01-03 17:39:04,Vihaan113,user,Settings Changed,From analytics panel
7164,2026-01-02 11:25:36,Kiara14,user,Login,Manual trigger
7165,2026-01-22 22:37:56,Myra407,user,Model Retrain,From analytics panel
7166,2026-02-10 09:52:45,Vihaan113,user,Login,Automated schedule
7167,2025-11-19 00:35:45,Kiaan117,user,Settings Changed,From analytics panel
7168,2026-02-26 11:06:38,Ira910,user,Compare Faces,User initiated
7169,2026-02-27 11:09:24,Atharv96,user,Generate Face,User initiated
7170,2026-01-13 05:18:44,Atharv528,user,Logout,Batch execution
7171,2026-03-13 01:15:52,Aarav171,user,Settings Changed,User initiated
7172,2025-12-04 19:14:45,Avni300,user,Model Retrain,Batch execution
7173,2026-02-03 00:45:47,Kabir793,user,Model Retrain,Manual trigger
7174,2026-02-01 00:29:15,Ira275,user,Model Retrain,User initiated
7175,2026-02-21 10:21:51,Kiara14,user,Login,From analytics panel
7176,2026-01-27 18:18:27,Ishaan372,user,Password Changed,Automated schedule
7177,2025-12-02 22:54:02,Kiara616,user,Logout,Manual trigger
7178,2026-01-18 07:46:55,Aditya656,user,Logout,User initiated
7179,2026-01-20 13:21:47,Kiara14,user,Export CSV,From analytics panel
7180,2025-11-13 02:42:13,Dhruv830,user,Compare Faces,Batch execution
7181,2026-03-06 18:21:45,Avni300,user,Password Changed,Manual trigger
7182,2026-01-21 15:18:09,Kiaan117,user,Model Retrain,From analytics panel
7183,2026-03-05 21:58:27,Diya497,user,Compare Faces,Manual trigger
7184,2025-12-18 19:32:56,Kabir906,user,Model Retrain,From analytics panel
7185,2026-02-03 00:33:47,Vihaan132,user,Password Changed,Manual trigger
7186,2025-11-22 23:57:37,Aarav474,user,Login,From desktop client
7187,2026-03-05 07:33:35,Dhruv146,user,Model Retrain,Automated schedule
7188,2025-11-24 17:46:54,Ishaan231,user,Model Retrain,Manual trigger
7189,2026-02-07 15:05:14,Anaya861,user,Password Changed,Manual trigger
7190,2025-12-09 07:48:20,shishir,admin,Login,From analytics panel
7191,2026-01-29 14:43:40,Riya945,user,Attendance Marked,Batch execution
7192,2025-11-23 07:33:53,Aditya45,user,Password Changed,From desktop client
7193,2026-01-30 17:23:47,Ishaan24,user,Login,From desktop client
7194,2026-01-31 15:56:42,Vihaan738,user,Compare Faces,Manual trigger
7195,2025-12-11 18:20:18,Pari869,user,Settings Changed,User initiated
7196,2026-02-11 00:02:56,Myra407,user,Compare Faces,User initiated
7197,2026-03-09 03:27:32,Vihaan738,user,Login,From desktop client
7198,2026-01-25 14:54:30,Riya897,user,Password Changed,Manual trigger
7199,2026-01-08 22:17:10,Kiara950,user,Login,Automated schedule
7200,2026-02-15 11:48:29,Kiara14,user,Attendance Marked,From desktop client
7201,2026-02-28 04:10:12,Anaya339,user,Model Retrain,Automated schedule
7202,2025-12-11 07:58:31,Sara662,user,Model Retrain,Batch execution
7203,2026-02-19 17:44:41,shishir1,user,Password Changed,Batch execution
7204,2025-12-14 09:28:03,Reyansh444,user,Login,From analytics panel
7205,2026-03-05 05:14:16,Ishaan969,user,Generate Face,Automated schedule
7206,2026-01-07 13:08:56,Kabir525,user,Compare Faces,User initiated
7207,2026-03-10 13:38:51,Riya897,user,Login,Automated schedule
7208,2026-01-21 05:27:21,Diya389,user,Attendance Marked,Automated schedule
7209,2026-02-09 09:02:26,Pari465,user,Model Retrain,Batch execution
7210,2026-02-01 03:21:30,Kiara711,user,Compare Faces,From analytics panel
7211,2025-12-05 04:05:06,Aditya45,user,Generate Face,From analytics panel
7212,2026-01-17 02:10:36,Sara239,user,Compare Faces,Batch execution
7213,2026-02-28 10:44:00,Atharv528,user,Password Changed,From analytics panel
7214,2026-02-01 13:04:12,Sara662,user,Model Retrain,Automated schedule
7215,2025-12-12 03:05:11,Aarav480,user,Login,Batch execution
7216,2026-01-31 16:15:59,Diya451,user,Export CSV,Manual trigger
7217,2026-01-06 00:06:29,Ira967,user,Password Changed,Automated schedule
7218,2026-01-30 22:36:57,Diya497,user,Compare Faces,Manual trigger
7219,2025-11-30 14:06:38,Ira249,user,Password Changed,From analytics panel
7220,2026-03-11 22:00:46,Aarav171,user,Login,Manual trigger
7221,2025-12-19 01:28:50,Ishaan207,user,Attendance Marked,User initiated
7222,2026-02-01 00:01:51,Atharv900,user,Settings Changed,Batch execution
7223,2025-11-23 17:26:37,Kabir484,user,Login,From desktop client
7224,2025-12-13 14:02:50,Ishaan627,user,Attendance Marked,Manual trigger
7225,2026-03-12 22:22:00,Ishaan944,admin,Attendance Marked,From desktop client
7226,2025-12-28 20:43:42,Kabir61,user,Export CSV,Automated schedule
7227,2025-12-24 13:19:28,Anaya861,user,Attendance Marked,From desktop client
7228,2025-12-05 10:29:59,Ishaan257,user,Logout,From analytics panel
7229,2026-03-07 02:49:16,Vihaan738,user,Model Retrain,Automated schedule
7230,2026-02-27 19:18:45,Diya284,user,Export CSV,Automated schedule
7231,2026-02-13 19:40:40,Ira409,user,Model Retrain,Manual trigger
7232,2026-02-19 15:19:00,Aarav480,user,Settings Changed,Batch execution
7233,2026-03-10 04:04:49,Vihaan485,user,Attendance Marked,From analytics panel
7234,2026-01-08 11:36:21,Dhruv10,user,Compare Faces,Batch execution
7235,2025-11-25 19:31:59,Aarav480,user,Login,From desktop client
7236,2025-12-16 21:51:21,Riya313,admin,Model Retrain,From analytics panel
7237,2025-12-13 05:32:45,Pari23,user,Login,Batch execution
7238,2026-01-29 15:45:49,Atharv96,user,Export CSV,Batch execution
7239,2026-01-28 02:33:24,Reyansh444,user,Export CSV,User initiated
7240,2025-12-07 22:28:20,Aditya179,user,Login,User initiated
7241,2025-12-03 09:18:19,Aditya340,user,Export CSV,User initiated
7242,2026-01-05 04:03:37,Aarav480,user,Attendance Marked,Batch execution
7243,2025-12-05 12:12:48,Avni545,user,Export CSV,From desktop client
7244,2025-11-27 12:24:38,Avni579,user,Login,Batch execution
7245,2026-01-07 10:15:41,Myra89,user,Export CSV,Batch execution
7246,2025-11-14 20:55:40,Aarav875,user,Logout,Automated schedule
7247,2026-02-14 07:17:27,Ishaan224,user,Password Changed,Manual trigger
7248,2025-11-14 22:03:37,Aadhya440,user,Settings Changed,Batch execution
7249,2025-12-03 06:45:06,Pari869,user,Attendance Marked,Manual trigger
7250,2026-02-21 08:23:48,Vihaan431,user,Export CSV,Manual trigger
7251,2025-12-09 12:59:40,Ira967,user,Settings Changed,Batch execution
7252,2025-12-04 09:31:42,Aarav875,user,Attendance Marked,From desktop client
7253,2026-01-06 18:34:50,shishir1,user,Settings Changed,User initiated
7254,2026-02-13 10:39:54,Kabir906,user,Login,User initiated
7255,2025-11-30 10:42:02,Vihaan485,user,Logout,Batch execution
7256,2026-01-29 18:10:08,Anaya861,user,Model Retrain,Batch execution
7257,2026-01-18 06:24:06,Kabir308,user,Compare Faces,From analytics panel
7258,2026-03-04 03:38:10,Avni631,user,Attendance Marked,From analytics panel
7259,2026-02-25 08:00:00,Aarav25,user,Password Changed,Automated schedule
7260,2025-12-29 18:41:51,Kiaan774,user,Model Retrain,Batch execution
7261,2025-12-26 20:06:12,Anaya293,user,Attendance Marked,Manual trigger
7262,2026-01-26 02:53:33,Riya933,user,Generate Face,From analytics panel
7263,2026-02-10 07:58:25,Myra89,user,Model Retrain,From analytics panel
7264,2025-11-18 08:57:23,Riya933,user,Export CSV,User initiated
7265,2026-02-25 17:26:58,Myra116,admin,Login,Manual trigger
7266,2026-02-18 07:26:23,Kabir531,user,Generate Face,Manual trigger
7267,2026-03-08 10:39:58,Kiara714,user,Settings Changed,Manual trigger
7268,2025-12-27 19:06:37,Sara239,user,Logout,Batch execution
7269,2026-01-14 10:30:24,Arjun421,user,Logout,User initiated
7270,2026-02-04 18:17:21,Kiara397,user,Export CSV,Automated schedule
7271,2025-12-06 02:05:57,Vihaan888,user,Settings Changed,From desktop client
7272,2026-01-27 14:20:21,Avni724,user,Password Changed,Manual trigger
7273,2026-02-16 02:56:06,Avni724,user,Attendance Marked,Manual trigger
7274,2026-02-09 15:07:35,Diya637,user,Settings Changed,User initiated
7275,2026-02-05 00:03:47,Anaya874,user,Logout,From analytics panel
7276,2025-12-04 10:56:47,Kabir32,user,Model Retrain,From analytics panel
7277,2025-11-18 10:27:55,Vihaan113,user,Attendance Marked,Automated schedule
7278,2026-01-28 08:45:50,Aditya656,user,Attendance Marked,Manual trigger
7279,2025-12-31 10:56:13,Vihaan16,user,Export CSV,User initiated
7280,2026-03-08 22:44:07,Arjun116,user,Logout,Batch execution
7281,2026-01-25 18:42:40,Ishaan257,user,Compare Faces,From desktop client
7282,2025-12-22 00:47:39,Ishaan969,user,Generate Face,Batch execution
7283,2026-01-12 08:41:49,Aditya179,user,Export CSV,From desktop client
7284,2026-01-05 03:05:44,Aadhya294,user,Password Changed,From desktop client
7285,2025-11-12 13:57:50,Myra116,admin,Generate Face,From desktop client
7286,2025-12-05 00:58:16,Diya284,user,Settings Changed,Automated schedule
7287,2026-01-25 15:39:39,Kabir922,user,Password Changed,Batch execution
7288,2025-12-20 23:13:13,Diya727,user,Login,Automated schedule
7289,2026-02-12 18:50:09,Diya451,user,Export CSV,Manual trigger
7290,2026-03-03 19:30:41,Dhruv146,user,Export CSV,Automated schedule
7291,2025-12-01 09:17:01,Arjun893,user,Settings Changed,Batch execution
7292,2025-11-28 12:55:19,Vihaan431,user,Export CSV,Batch execution
7293,2026-02-27 09:48:07,Ira910,user,Compare Faces,Automated schedule
7294,2025-12-02 19:26:19,Atharv528,user,Logout,User initiated
7295,2025-11-27 14:12:33,Riya933,user,Login,From desktop client
7296,2026-01-26 10:31:40,Vihaan888,user,Password Changed,Batch execution
7297,2026-02-25 21:37:17,Aarav480,user,Settings Changed,Batch execution
7298,2026-01-08 22:05:01,Kiara14,user,Generate Face,From analytics panel
7299,2025-12-10 11:52:05,Aditya530,user,Export CSV,Batch execution
7300,2026-01-30 03:10:03,Ishaan224,user,Export CSV,From desktop client
7301,2026-02-04 16:47:19,Riya897,user,Generate Face,Automated schedule
7302,2026-03-07 06:55:36,Vihaan485,user,Attendance Marked,User initiated
7303,2026-02-14 00:04:16,Dhruv146,user,Logout,Batch execution
7304,2025-12-10 21:57:05,Pari586,user,Settings Changed,Automated schedule
7305,2025-11-28 06:07:52,Avni545,user,Password Changed,Batch execution
7306,2025-11-26 02:13:44,Avni845,user,Export CSV,Automated schedule
7307,2025-11-19 05:23:44,Aditya45,user,Attendance Marked,Batch execution
7308,2026-01-28 13:28:53,Ishaan224,user,Password Changed,Batch execution
